,name,DOB,age,heightIN,nickname,reachIN,stance,weightclass,sumTotStksLnd,sumTotStksAtt,sumSigStksLnd,sumSigStksAtt,sumTDsLnd,sumTDsAtt,sumSubAtt,sumCtrlSec,sumKDs,sumRevs,sumSigBodyLnd,sumSigBodyAtt,sumSigHeadLnd,sumSigHeadAtt,sumSigLegLnd,sumSigLegAtt,sumSigDistLnd,sumSigDistAtt,sumSigClchLnd,sumSigClchAtt,sumSigGndLnd,sumSigGndAtt,sumTotStksAbs,sumTotStksSeen,sumSigStksAbs,sumSigStksSeen,sumTDsAbs,sumTDsSeen,sumSubEsc,sumCtrldSec,sumKedD,sumReversed,sumSigBodyAbs,sumSigBodySeen,sumSigHeadAbs,sumSigHeadSeen,sumSigLegAbs,sumSigLegSeen,sumSigDistAbs,sumSigDistSeen,sumSigClchAbs,sumSigClchSeen,sumSigGndAbs,sumSigGndSeen,sumFightSec,sumDecWin,sumSubWin,sumKOWin,sumDQWin,sumDecLoss,sumSubLoss,sumKOLoss,sumDQLoss,wins,losses,draws,NCs,sumTitleFights,winPCT,fights,TotStkPerMin,SigStkPerMin,TotStkAcc,SigStkAcc,StkHeadPerMin,StkBodyPerMin,StkLegPerMin,SigHeadStkAcc,SigBodyStkAcc,SigLegStkAcc,StkDistPerMin,StkClchPerMin,StkGndPerMin,SigDistStkAcc,SigClchStkAcc,SigGndStkAcc,TotStkAbsPerMin,SigStkAbsPerMin,TotStkDef,SigStkDef,StkHeadAbsPerMin,StkBodyAbsPerMin,StkLegAbsPerMin,SigHeadStkDef,SigBodyStkDef,SigLegStkDef,StkDistAbsPerMin,StkClchAbsPerMin,StkGndAbsPerMin,SigDistStkDef,SigClchStkDef,SigGndStkDef,TotStkPerMinDiff,SigStkPerMinDiff,CtrlSecPerMin,CtrldSecPerMin,CtrlDiff,TDAcc,TDDef,TDsPerMin,TDsAbsPerMin,KDsPer100Stk,ageLastFight
605,Eddie Alvarez,1984-01-11,38,69,0,69,Orthodox,Men's Lightweight,483,1076,400,970,12,46,1,1043,1,0,101,147,263,776,36,47,313,847,71,104,16,19,634,1195,474,1025,0,5,4,203,5,0,81,112,307,820,86,93,399,910,63,89,12,26,5339,2,0,2,0,1,0,2,0,4,3,0,1,2,0.5,8,5.427982768308672,4.495223824686271,0.44888475836431224,0.41237113402061853,2.955609664731223,1.1350440157332833,0.40457014422176435,0.3389175257731959,0.6870748299319728,0.7659574468085106,3.5175126428170067,0.7979022288818131,0.17980895298745084,0.3695395513577332,0.6826923076923077,0.8421052631578947,7.124929762127739,5.326840232253231,0.4694560669456067,0.5375609756097561,3.450084285446713,0.9102828244989698,0.9664731223075482,0.625609756097561,0.2767857142857143,0.07526881720430112,4.483985765124555,0.7079977523880876,0.13485671474058814,0.5615384615384615,0.2921348314606742,0.5384615384615384,-1.6969469938190676,-0.8316164075669601,11.72129612286945,2.281326091028282,9.439970031841169,0.2608695652173913,1.0,0.13485671474058814,0.0,0.25,35.0
606,Eddie Gordon,1983-07-22,38,72,TRUCK,76,Orthodox,Men's Middleweight,181,354,79,242,5,6,0,809,1,1,2,3,76,238,1,1,54,205,3,8,22,29,181,339,100,250,8,22,1,654,1,0,21,27,73,216,6,7,71,217,14,16,15,17,2336,0,0,1,0,1,1,1,0,1,3,0,0,1,0.25,4,4.648972602739726,2.029109589041096,0.5112994350282486,0.32644628099173556,1.9520547945205482,0.051369863013698634,0.025684931506849317,0.31932773109243695,0.6666666666666666,1.0,1.3869863013698631,0.07705479452054795,0.565068493150685,0.2634146341463415,0.375,0.7586206896551724,4.648972602739726,2.568493150684932,0.46607669616519176,0.6,1.8750000000000002,0.5393835616438356,0.1541095890410959,0.662037037037037,0.2222222222222222,0.1428571428571429,1.8236301369863015,0.35958904109589046,0.38527397260273977,0.6728110599078341,0.125,0.11764705882352944,0.0,-0.5393835616438358,20.7791095890411,16.797945205479454,3.9811643835616444,0.8333333333333334,0.6363636363636364,0.1284246575342466,0.20547945205479454,1.2658227848101264,32.0
607,Eddie Mendez,1984-01-16,38,70,0,70,Unknown,Men's Middleweight,5,13,4,12,0,0,0,22,0,0,0,1,3,10,1,1,4,12,0,0,0,0,19,20,8,9,1,1,1,66,0,0,3,3,5,6,0,0,8,9,0,0,0,0,140,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1,2.142857142857143,1.7142857142857142,0.38461538461538464,0.3333333333333333,1.2857142857142856,0.0,0.42857142857142855,0.3,0.0,1.0,1.7142857142857142,0.0,0.0,0.3333333333333333,0.0,0.0,8.142857142857142,3.4285714285714284,0.050000000000000044,0.11111111111111116,2.142857142857143,1.2857142857142856,0.0,0.16666666666666663,0.0,0.0,3.4285714285714284,0.0,0.0,0.11111111111111116,0.0,0.0,-6.0,-1.7142857142857142,9.428571428571429,28.285714285714285,-18.857142857142854,0.0,0.0,0.0,0.42857142857142855,0.0,29.0
608,Eddie Ruiz,1967-06-10,54,67,0,67,Orthodox,Men's Lightweight,30,43,3,12,2,16,0,285,0,2,1,2,0,6,2,4,2,9,1,2,0,1,57,79,21,40,0,0,3,419,1,1,10,12,10,26,1,2,3,14,14,17,4,9,900,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1,2.0,0.2,0.6976744186046512,0.25,0.0,0.06666666666666667,0.13333333333333333,0.0,0.5,0.5,0.13333333333333333,0.06666666666666667,0.0,0.2222222222222222,0.5,0.0,3.8,1.4,0.2784810126582279,0.475,0.6666666666666666,0.6666666666666666,0.06666666666666667,0.6153846153846154,0.16666666666666663,0.5,0.2,0.9333333333333333,0.26666666666666666,0.7857142857142857,0.17647058823529416,0.5555555555555556,-1.7999999999999998,-1.2,19.0,27.933333333333334,-8.933333333333334,0.125,0.0,0.13333333333333333,0.0,0.0,36.0
609,Eddie Sanchez,1982-11-04,39,74,THE MANIC HISPANIC,74,Orthodox,Men's Heavyweight,402,660,183,423,4,15,0,832,4,1,25,31,149,379,9,13,71,251,78,116,34,56,298,433,175,309,4,7,2,1097,3,0,33,42,113,226,29,41,70,156,77,107,28,46,3181,0,0,3,0,1,0,2,0,3,3,0,0,0,0.5,6,7.58252121974222,3.4517447343602643,0.6090909090909091,0.4326241134751773,2.8104369695064446,0.4715498270983967,0.16975793775542283,0.39313984168865435,0.8064516129032258,0.6923076923076923,1.3392015089594467,1.4712354605469977,0.6413077648538196,0.28286852589641437,0.6724137931034483,0.6071428571428571,5.620873939012889,3.3008487896887773,0.31177829099307164,0.43365695792880254,2.1314052184847534,0.6224457717698837,0.5469977994341402,0.5,0.2142857142857143,0.29268292682926833,1.320339515875511,1.452373467463062,0.5281358063502043,0.5512820512820513,0.28037383177570097,0.3913043478260869,1.9616472807293306,0.15089594467148704,15.693178245834643,20.69160641307765,-4.9984281672430075,0.26666666666666666,0.4285714285714286,0.07544797233574348,0.07544797233574348,2.1857923497267757,26.0
610,Eddie Wineland,1984-06-26,37,67,0,69,Orthodox,Men's Bantamweight,560,1813,524,1777,3,13,0,290,8,0,107,200,386,1536,31,41,462,1672,21,33,41,72,676,1725,632,1674,3,45,0,486,4,0,126,225,369,1276,137,173,563,1563,38,49,31,62,9001,1,0,5,0,5,0,4,0,6,9,0,0,1,0.4,15,3.7329185646039327,3.4929452283079656,0.3088803088803089,0.29487900956668545,2.573047439173425,0.71325408287968,0.20664370625486056,0.2513020833333333,0.535,0.7560975609756098,3.079657815798244,0.13998444617264746,0.2733029663370736,0.27631578947368424,0.6363636363636364,0.5694444444444444,4.506165981557604,4.212865237195866,0.6081159420289854,0.6224611708482677,2.4597266970336626,0.8399066770358848,0.9132318631263192,0.7108150470219436,0.43999999999999995,0.20809248554913296,3.7529163426285965,0.2533051883124097,0.20664370625486056,0.6397952655150352,0.22448979591836737,0.5,-0.7732474169536716,-0.7199200088879008,1.9331185423841795,3.239640039995556,-1.3065214976113764,0.23076923076923078,0.9333333333333333,0.019997778024663924,0.019997778024663924,1.5267175572519083,37.0
611,Eddie Yagin,1979-03-23,43,67,THE FILIPINO PHENOM,67,Orthodox,Men's Featherweight,120,341,94,310,0,0,2,103,2,0,3,13,78,278,13,19,82,284,1,1,11,25,280,421,173,300,3,8,0,426,0,0,23,32,136,247,14,21,127,244,2,2,44,54,1800,1,0,0,0,1,0,0,0,1,1,0,0,0,0.5,2,4.0,3.1333333333333333,0.3519061583577713,0.3032258064516129,2.6,0.1,0.43333333333333335,0.2805755395683453,0.23076923076923078,0.6842105263157895,2.7333333333333334,0.03333333333333333,0.36666666666666664,0.2887323943661972,1.0,0.44,9.333333333333334,5.766666666666667,0.334916864608076,0.42333333333333334,4.533333333333333,0.7666666666666667,0.4666666666666667,0.4493927125506073,0.28125,0.33333333333333337,4.233333333333333,0.06666666666666667,1.4666666666666666,0.4795081967213115,0.0,0.18518518518518523,-5.333333333333334,-2.6333333333333333,3.433333333333333,14.2,-10.766666666666666,0.0,0.625,0.0,0.1,2.127659574468085,33.0
612,Edgar Garcia,1984-02-22,38,70,0,71,Orthodox,Men's Welterweight,81,267,69,254,4,7,1,215,0,0,8,12,55,235,6,7,45,219,7,12,17,23,143,323,113,284,1,2,4,224,0,1,15,27,76,226,22,31,74,198,5,12,34,74,1553,0,0,0,0,1,2,1,0,0,4,0,0,0,0.0,4,3.1294269156471346,2.6658081133290406,0.30337078651685395,0.27165354330708663,2.1249195106245975,0.30907920154539603,0.23180940115904702,0.23404255319148937,0.6666666666666666,0.8571428571428571,1.7385705086928527,0.27044430135222153,0.6567933032839666,0.2054794520547945,0.5833333333333334,0.7391304347826086,5.524790727623953,4.365743721828719,0.5572755417956656,0.602112676056338,2.9362524146812623,0.5795235028976176,0.8499678042498391,0.663716814159292,0.4444444444444444,0.29032258064516125,2.8589826142949133,0.19317450096587252,1.3135866065679331,0.6262626262626263,0.5833333333333333,0.5405405405405406,-2.395363811976819,-1.6999356084996782,8.306503541532518,8.654217643271089,-0.3477141017385712,0.5714285714285714,0.5,0.15453960077269802,0.038634900193174504,0.0,32.0
613,Edilberto de Oliveira,1982-11-22,39,72,CROCOTA,72,Orthodox,Men's Welterweight,51,158,51,158,0,5,0,19,0,0,15,15,21,120,15,23,50,155,1,3,0,0,86,219,84,217,0,0,0,10,2,0,8,12,48,167,28,38,76,201,4,5,4,11,742,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,2,4.123989218328841,4.123989218328841,0.3227848101265823,0.3227848101265823,1.6981132075471697,1.2129380053908356,1.2129380053908356,0.175,1.0,0.6521739130434783,4.0431266846361185,0.08086253369272237,0.0,0.3225806451612903,0.3333333333333333,0.0,6.954177897574124,6.792452830188679,0.6073059360730594,0.6129032258064516,3.8814016172506736,0.6469002695417789,2.2641509433962264,0.7125748502994012,0.33333333333333337,0.26315789473684215,6.1455525606469,0.32345013477088946,0.32345013477088946,0.6218905472636815,0.19999999999999996,0.6363636363636364,-2.830188679245283,-2.6684636118598375,1.536388140161725,0.8086253369272237,0.7277628032345013,0.0,0.0,0.0,0.0,0.0,25.0
614,Edimilson Souza,1984-10-17,37,72,KEVIN,74,Orthodox,Men's Featherweight,183,383,155,348,0,0,0,130,2,0,35,62,119,284,1,2,127,303,13,22,15,23,137,280,97,231,5,10,3,584,0,0,18,29,42,158,37,44,71,197,5,8,21,26,1999,1,0,2,0,0,1,0,0,3,1,0,0,0,0.75,4,5.492746373186593,4.652326163081541,0.47780678851174935,0.4454022988505747,3.571785892946473,1.0505252626313155,0.030015007503751873,0.41901408450704225,0.5645161290322581,0.5,3.811905952976488,0.39019509754877435,0.4502251125562781,0.41914191419141916,0.5909090909090909,0.6521739130434783,4.112056028014006,2.9114557278639315,0.5107142857142857,0.5800865800865801,1.2606303151575786,0.5402701350675337,1.1105552776388192,0.7341772151898734,0.3793103448275862,0.15909090909090906,2.131065532766383,0.15007503751875936,0.6303151575787893,0.6395939086294415,0.375,0.1923076923076923,1.380690345172587,1.7408704352176092,3.9019509754877433,17.528764382191095,-13.626813406703352,0.0,0.5,0.0,0.15007503751875936,1.2903225806451613,31.0
615,Edmen Shahbazyan,1997-11-20,24,74,THE GOLDEN BOY,74,Orthodox,Men's Middleweight,147,295,137,284,9,22,2,750,3,1,33,41,99,237,5,6,83,209,32,39,22,36,298,476,181,352,8,18,0,661,0,0,23,34,132,282,26,36,88,226,21,34,72,92,2683,1,1,2,0,1,0,1,0,4,2,0,0,0,0.6666666666666666,6,3.287364890048453,3.0637346254193067,0.49830508474576274,0.4823943661971831,2.21393961982855,0.7379798732761833,0.11181513231457324,0.4177215189873418,0.8048780487804879,0.8333333333333334,1.8561311964219156,0.7156168468132686,0.4919865821841222,0.39712918660287083,0.8205128205128205,0.6111111111111112,6.664181885948564,4.047707789787551,0.3739495798319328,0.4857954545454546,2.9519194931047332,0.5143496086470368,0.5814386880357808,0.5319148936170213,0.32352941176470584,0.2777777777777778,1.967946328736489,0.46962355572120756,1.6101379053298546,0.6106194690265487,0.38235294117647056,0.21739130434782605,-3.3768169959001115,-0.9839731643682441,16.772269847185985,14.781960491986581,1.990309355199404,0.4090909090909091,0.5555555555555556,0.20126723816623182,0.17890421170331716,2.18978102189781,24.0
616,Ednaldo Oliveira,1984-02-19,38,77,LULA,77,Orthodox,Men's Lightheavyweight,30,98,19,85,0,1,0,194,0,0,5,11,13,73,1,1,9,69,5,8,5,8,73,112,33,70,4,7,1,301,0,0,9,10,10,45,14,15,20,55,10,12,3,3,1102,0,0,0,0,1,1,0,0,0,2,0,0,0,0.0,2,1.6333938294010888,1.0344827586206897,0.30612244897959184,0.2235294117647059,0.7078039927404719,0.27223230490018147,0.0544464609800363,0.1780821917808219,0.45454545454545453,1.0,0.4900181488203267,0.27223230490018147,0.27223230490018147,0.13043478260869565,0.625,0.625,3.97459165154265,1.7967332123411979,0.3482142857142857,0.5285714285714286,0.5444646098003629,0.4900181488203267,0.7622504537205081,0.7777777777777778,0.09999999999999998,0.06666666666666665,1.0889292196007259,0.5444646098003629,0.16333938294010888,0.6363636363636364,0.16666666666666663,0.0,-2.3411978221415612,-0.7622504537205081,10.562613430127042,16.388384754990923,-5.825771324863881,0.0,0.4285714285714286,0.0,0.2177858439201452,0.0,29.0
617,Edson Barboza,1986-01-21,36,71,JUNIOR,75,Orthodox,Men's Featherweight,1283,2844,1225,2775,8,18,2,1031,14,0,349,528,539,1816,337,431,1135,2642,37,50,53,83,1609,3481,1249,3072,19,88,7,2547,5,0,184,308,896,2556,169,208,989,2699,32,57,228,316,17890,8,0,8,0,4,2,4,0,16,10,0,0,0,0.6153846153846154,26,4.302962548910005,4.1084404695360535,0.45112517580872014,0.44144144144144143,1.8077138065958636,1.1704863051984349,1.130240357741755,0.29680616740088106,0.6609848484848485,0.7819025522041764,3.806595863610956,0.12409167132476243,0.17775293460033537,0.42959878879636637,0.74,0.6385542168674698,5.396310788149804,4.188932364449413,0.5377765010054583,0.5934244791666667,3.005030743432085,0.6171045276690889,0.5667970933482392,0.6494522691705791,0.4025974025974026,0.1875,3.3169368362213527,0.10732252655114588,0.7646730016769144,0.6335679881437569,0.4385964912280702,0.2784810126582279,-1.0933482392397984,-0.08049189491335973,3.4577976523197314,8.542202347680268,-5.084404695360536,0.4444444444444444,0.7840909090909091,0.02683063163778647,0.06372275013974286,1.1428571428571428,36.0
618,Eduardo Garagorri,1989-05-28,32,69,0,70,Orthodox,Men's Featherweight,123,226,107,209,1,1,0,142,0,0,22,34,77,164,8,11,87,184,11,14,9,11,191,302,74,177,13,34,2,733,0,0,22,26,47,143,5,8,53,153,18,21,3,3,1879,1,0,0,0,0,2,0,0,1,2,0,0,0,0.3333333333333333,3,3.927621075039915,3.4167110164981374,0.5442477876106194,0.5119617224880383,2.4587546567323044,0.7025013304949441,0.25545502927088876,0.4695121951219512,0.6470588235294118,0.7272727272727273,2.7780734433209155,0.35125066524747206,0.28738690792974986,0.47282608695652173,0.7857142857142857,0.8181818181818182,6.098988823842469,2.362959020755721,0.3675496688741722,0.5819209039548023,1.5007982969664715,0.7025013304949441,0.15965939329430548,0.6713286713286714,0.15384615384615385,0.375,1.6923895689196382,0.5747738158594997,0.09579563597658329,0.6535947712418301,0.1428571428571429,0.0,-2.1713677488025542,1.0537519957424162,4.534326769558276,23.406067056945183,-18.871740287386906,1.0,0.6176470588235294,0.031931878658861094,0.41511442256519426,0.0,31.0
619,Edward Faaloloto,1984-07-15,37,101,0,70,Unknown,Men's Lightweight,21,50,17,46,0,0,0,19,0,0,5,6,3,29,9,11,10,34,7,12,0,0,34,81,32,79,1,1,1,65,1,0,11,14,20,61,1,4,14,47,11,16,7,16,299,0,0,0,0,0,1,1,0,0,2,0,0,0,0.0,2,4.214046822742475,3.411371237458194,0.42,0.3695652173913043,0.6020066889632107,1.0033444816053512,1.806020066889632,0.10344827586206896,0.8333333333333334,0.8181818181818182,2.0066889632107023,1.4046822742474916,0.0,0.29411764705882354,0.5833333333333334,0.0,6.822742474916388,6.421404682274248,0.5802469135802469,0.5949367088607596,4.013377926421405,2.2073578595317724,0.20066889632107024,0.6721311475409837,0.2142857142857143,0.75,2.809364548494983,2.2073578595317724,1.4046822742474916,0.7021276595744681,0.3125,0.5625,-2.608695652173913,-3.0100334448160537,3.8127090301003346,13.043478260869565,-9.23076923076923,0.0,0.0,0.0,0.20066889632107024,0.0,27.0
620,Edwin DeWees,1982-08-07,39,73,BABYFACE,73,Orthodox,Men's Middleweight,33,56,15,38,2,2,3,116,0,0,6,8,6,26,3,4,7,23,8,15,0,0,94,130,66,96,0,0,1,246,2,0,21,22,40,68,5,6,11,16,32,47,23,33,578,0,0,0,0,0,1,2,0,0,3,0,0,0,0.0,3,3.42560553633218,1.5570934256055364,0.5892857142857143,0.39473684210526316,0.6228373702422145,0.6228373702422145,0.31141868512110726,0.23076923076923078,0.75,0.75,0.726643598615917,0.8304498269896194,0.0,0.30434782608695654,0.5333333333333333,0.0,9.757785467128029,6.85121107266436,0.27692307692307694,0.3125,4.152249134948097,2.179930795847751,0.5190311418685122,0.4117647058823529,0.045454545454545414,0.16666666666666663,1.1418685121107266,3.3217993079584778,2.387543252595156,0.3125,0.3191489361702128,0.303030303030303,-6.332179930795849,-5.294117647058823,12.04152249134948,25.536332179930795,-13.494809688581315,1.0,0.0,0.20761245674740486,0.0,0.0,24.0
621,Edwin Figueroa,1984-07-31,37,67,EL FEROZ,69,Orthodox,Men's Bantamweight,216,467,148,391,1,1,3,598,2,3,23,35,112,338,13,18,80,271,7,16,61,104,317,525,179,370,17,30,9,1579,2,0,34,54,108,267,37,49,130,295,12,20,37,55,3610,1,0,1,0,2,0,1,0,2,3,0,0,0,0.4,5,3.5900277008310253,2.4598337950138505,0.4625267665952891,0.37851662404092073,1.8614958448753463,0.38227146814404434,0.21606648199445985,0.33136094674556216,0.6571428571428571,0.7222222222222222,1.3296398891966759,0.11634349030470914,1.0138504155124655,0.2952029520295203,0.4375,0.5865384615384616,5.268698060941828,2.9750692520775623,0.3961904761904762,0.5162162162162163,1.7950138504155126,0.5650969529085873,0.6149584487534626,0.5955056179775281,0.37037037037037035,0.24489795918367352,2.1606648199445986,0.1994459833795014,0.6149584487534626,0.5593220338983051,0.4,0.32727272727272727,-1.6786703601108028,-0.5152354570637119,9.939058171745152,26.24376731301939,-16.304709141274238,1.0,0.43333333333333335,0.01662049861495845,0.28254847645429365,1.3513513513513513,29.0
622,Efrain Escudero,1986-01-15,36,69,HECHO EN MEXICO,71,Orthodox,Men's Lightweight,806,1379,435,970,13,32,8,2013,5,1,68,98,263,738,104,134,273,725,93,146,69,99,685,1304,343,928,15,45,7,2512,0,1,96,146,183,699,64,83,233,775,55,75,55,78,8934,3,1,1,0,5,2,0,0,5,7,0,0,1,0.4166666666666667,12,5.413028878441907,2.921423774345198,0.5844815083393764,0.4484536082474227,1.766286098052384,0.45668233713901946,0.6984553391537944,0.35636856368563685,0.6938775510204082,0.7761194029850746,1.8334452652787105,0.6245802552048354,0.4633982538616521,0.37655172413793103,0.636986301369863,0.696969696969697,4.600402955003358,2.3035594358629954,0.4746932515337423,0.6303879310344828,1.2290127602417729,0.6447280053727333,0.4298186702484889,0.7381974248927039,0.34246575342465757,0.22891566265060237,1.5648085963734049,0.36937541974479515,0.36937541974479515,0.6993548387096774,0.2666666666666667,0.2948717948717948,0.8126259234385493,0.6178643384822027,13.519140362659503,16.87038280725319,-3.3512424445936873,0.40625,0.6666666666666667,0.0873069173942243,0.10073875083948959,1.149425287356322,30.0
623,Eiji Mitsuoka,1976-01-01,46,67,0,67,Southpaw,Men's Featherweight,40,80,37,76,1,6,1,96,1,0,1,2,35,73,1,1,36,73,0,2,1,1,154,223,81,144,4,4,0,200,0,0,15,21,56,113,10,10,34,91,22,27,25,26,666,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,2,3.6036036036036037,3.3333333333333335,0.5,0.4868421052631579,3.1531531531531534,0.0900900900900901,0.0900900900900901,0.4794520547945205,0.5,1.0,3.2432432432432434,0.0,0.0900900900900901,0.4931506849315068,0.0,1.0,13.873873873873874,7.297297297297297,0.3094170403587444,0.4375,5.045045045045045,1.3513513513513513,0.9009009009009009,0.504424778761062,0.2857142857142857,0.0,3.0630630630630633,1.981981981981982,2.2522522522522523,0.6263736263736264,0.18518518518518523,0.038461538461538436,-10.27027027027027,-3.963963963963964,8.64864864864865,18.01801801801802,-9.36936936936937,0.16666666666666666,0.0,0.0900900900900901,0.3603603603603604,2.7027027027027026,37.0
624,Elias Garcia,1992-09-13,29,65,0,67,Southpaw,Men's Flyweight,61,153,35,127,1,7,2,28,1,1,4,8,19,103,12,16,32,124,3,3,0,0,183,306,111,222,2,3,1,703,1,1,13,17,94,199,4,6,50,116,3,5,58,101,1320,0,0,0,0,1,1,0,0,0,2,0,0,0,0.0,2,2.772727272727273,1.5909090909090908,0.39869281045751637,0.2755905511811024,0.8636363636363636,0.18181818181818182,0.5454545454545454,0.18446601941747573,0.5,0.75,1.4545454545454546,0.13636363636363635,0.0,0.25806451612903225,1.0,0.0,8.318181818181818,5.045454545454546,0.4019607843137255,0.5,4.2727272727272725,0.5909090909090909,0.18181818181818182,0.5276381909547738,0.23529411764705888,0.33333333333333337,2.272727272727273,0.13636363636363635,2.6363636363636362,0.5689655172413793,0.4,0.4257425742574258,-5.545454545454545,-3.454545454545455,1.2727272727272727,31.954545454545453,-30.68181818181818,0.14285714285714285,0.33333333333333337,0.045454545454545456,0.09090909090909091,2.857142857142857,26.0
625,Elias Silverio,1986-09-22,35,71,XUXU,73,Orthodox,Men's Lightweight,438,752,273,547,8,21,1,1414,1,0,84,125,131,344,58,78,188,431,51,67,34,49,293,533,221,456,4,28,0,855,2,1,42,69,126,327,53,60,163,378,32,45,26,33,4458,2,1,0,0,1,0,1,0,3,2,0,0,0,0.6,5,5.895020188425303,3.674293405114401,0.5824468085106383,0.4990859232175503,1.7631224764468372,1.1305518169582773,0.7806191117092867,0.3808139534883721,0.672,0.7435897435897436,2.53028263795424,0.686406460296097,0.4576043068640646,0.4361948955916473,0.7611940298507462,0.6938775510204082,3.9434724091520863,2.97442799461642,0.45028142589118203,0.5153508771929824,1.695827725437416,0.5652759084791387,0.7133243606998655,0.6146788990825688,0.3913043478260869,0.1166666666666667,2.1938088829071334,0.4306864064602961,0.3499327052489906,0.5687830687830688,0.28888888888888886,0.21212121212121215,1.9515477792732163,0.6998654104979813,19.030955585464334,11.507402422611037,7.523553162853297,0.38095238095238093,0.8571428571428572,0.10767160161507403,0.05383580080753701,0.3663003663003663,29.0
626,Elias Theodorou,1988-05-31,33,73,THE SPARTAN,75,Orthodox,Men's Middleweight,975,1896,644,1524,13,46,0,2034,0,3,211,366,279,909,154,249,407,1191,165,240,72,93,489,912,367,781,20,49,3,1270,1,1,98,135,215,574,54,72,227,583,130,186,10,12,9228,6,0,2,0,3,0,0,0,8,3,0,0,1,0.7272727272727273,11,6.339401820546163,4.187256176853055,0.5142405063291139,0.4225721784776903,1.8140442132639791,1.3719115734720415,1.001300390117035,0.3069306930693069,0.5765027322404371,0.6184738955823293,2.6462938881664497,1.072821846553966,0.4681404421326398,0.3417296389588581,0.6875,0.7741935483870968,3.179453836150845,2.3862158647594276,0.4638157894736842,0.530089628681178,1.3979193758127437,0.6371911573472041,0.3511053315994798,0.6254355400696865,0.274074074074074,0.25,1.4759427828348504,0.8452535760728218,0.06501950585175552,0.6106346483704974,0.30107526881720426,0.16666666666666663,3.159947984395318,1.8010403120936278,13.224967490247073,8.257477243172952,4.967490247074121,0.2826086956521739,0.5918367346938775,0.08452535760728218,0.13003901170351104,0.0,31.0
627,Eliot Marshall,1980-07-07,41,74,FIRE,77,Orthodox,Men's Lightheavyweight,211,545,123,455,2,6,4,219,1,0,22,34,81,398,20,23,105,424,13,21,5,10,226,557,152,474,5,24,0,862,1,0,18,28,86,380,48,66,94,352,19,41,39,81,3822,2,1,0,0,2,0,1,0,3,3,0,0,0,0.5,6,3.312401883830455,1.9309262166405023,0.3871559633027523,0.2703296703296703,1.271585557299843,0.3453689167974882,0.3139717425431711,0.20351758793969849,0.6470588235294118,0.8695652173913043,1.6483516483516483,0.20408163265306123,0.07849293563579278,0.24764150943396226,0.6190476190476191,0.5,3.5478806907378333,2.3861852433281006,0.5942549371633752,0.6793248945147679,1.3500784929356358,0.28257456828885397,0.7535321821036106,0.7736842105263158,0.3571428571428571,0.2727272727272727,1.4756671899529041,0.29827315541601257,0.6122448979591837,0.7329545454545454,0.5365853658536586,0.5185185185185186,-0.23547880690737832,-0.4552590266875982,3.4379905808477234,13.532182103610674,-10.094191522762952,0.3333333333333333,0.7916666666666666,0.03139717425431711,0.07849293563579278,0.8130081300813008,31.0
628,Elise Reed,1992-12-05,29,63,0,63,Orthodox,Women's Flyweight,14,20,1,4,0,0,0,0,0,0,0,2,1,2,0,0,1,4,0,0,0,0,37,55,22,40,1,2,0,221,0,0,0,3,22,37,0,0,3,6,0,0,19,34,229,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,1,3.6681222707423577,0.26200873362445415,0.7,0.25,0.26200873362445415,0.0,0.0,0.5,0.0,0.0,0.26200873362445415,0.0,0.0,0.25,0.0,0.0,9.694323144104803,5.764192139737991,0.32727272727272727,0.44999999999999996,5.764192139737991,0.0,0.0,0.4054054054054054,1.0,0.0,0.7860262008733624,0.0,4.978165938864628,0.5,0.0,0.4411764705882353,-6.026200873362446,-5.502183406113537,0.0,57.903930131004365,-57.903930131004365,0.0,0.5,0.0,0.26200873362445415,0.0,29.0
629,Elizabeth Phillips,1986-08-20,35,66,0,65,Orthodox,Women's Bantamweight,237,553,156,459,3,12,1,1378,0,3,15,34,123,406,18,19,118,390,11,27,27,42,289,559,184,441,7,15,4,660,0,2,41,57,136,375,7,9,133,362,42,69,9,10,3600,1,0,0,0,3,0,0,0,1,3,0,0,0,0.25,4,3.95,2.6,0.42857142857142855,0.33986928104575165,2.05,0.25,0.3,0.30295566502463056,0.4411764705882353,0.9473684210526315,1.9666666666666666,0.18333333333333332,0.45,0.30256410256410254,0.4074074074074074,0.6428571428571429,4.816666666666666,3.066666666666667,0.483005366726297,0.5827664399092971,2.2666666666666666,0.6833333333333333,0.11666666666666667,0.6373333333333333,0.2807017543859649,0.2222222222222222,2.216666666666667,0.7,0.15,0.6325966850828729,0.3913043478260869,0.09999999999999998,-0.8666666666666663,-0.4666666666666668,22.966666666666665,11.0,11.966666666666665,0.25,0.5333333333333333,0.05,0.11666666666666667,0.0,30.0
