,name,ufc_record,nickname,height,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
797,TJ Dillashaw, 17-4-0,," 5' 6""",135, Orthodox," Feb 07, 1986",5.37,3.03,41.0,65.0,1.68,37.0,86.0,1.0
798,Ralph Dillon, 0-2-1,RAGE," 6' 2""",205, Orthodox, --,0.34,0.69,14.0,60.0,0.0,0.0,0.0,0.0
799,Drew Dimanlig, 3-4-0,, --,185,, --,3.7,3.17,73.0,20.0,0.0,0.0,0.0,0.0
800,Rodolfo Marques Diniz, 23-9-1,," 5' 6""",135,," Jan 23, 1984",1.08,2.36,32.0,33.0,0.0,0.0,50.0,1.8
801,Helio Dipp, 6-3-0,," 6' 5""",185, Orthodox, --,0.6,1.8,25.0,62.0,0.0,0.0,50.0,0.0
802,Rico DiSciullo, 9-2-0 (1 NC),," 5' 8""",135, Orthodox," Oct 12, 1986",1.71,4.41,33.0,56.0,0.0,0.0,0.0,0.0
803,Matt Dixon, 9-1-0,MAGIC," 5' 10""",170, Switch," Oct 09, 1995",1.97,4.56,43.0,37.0,3.06,30.0,0.0,0.0
804,John Dixson, 15-22-0,BIG JOHN," 6' 0""",275, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,Anthony Do, 4-2-0,," 5' 4""",125,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Russell Doane, 15-8-0,," 5' 7""",135, Orthodox," Aug 13, 1986",1.75,1.68,40.0,53.0,2.11,45.0,52.0,0.8
807,Drew Dober, 23-10-0 (1 NC),," 5' 8""",155, Southpaw," Oct 19, 1988",4.33,3.87,40.0,54.0,0.8,17.0,55.0,0.1
808,Shana Dobson, 4-5-0,DANGER," 5' 6""",125, Orthodox," Mar 30, 1989",3.34,5.2,37.0,50.0,0.84,50.0,14.0,0.0
809,AJ Dobson, 5-0-0 (1 NC),," 6' 2""",170,," Jan 18, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,David Dodd, 4-7-0,," 6' 2""",200, Orthodox," Sep 22, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,John Dodson, 22-12-0,THE MAGICIAN," 5' 3""",135, Orthodox," Sep 26, 1984",3.2,3.58,40.0,61.0,0.71,28.0,82.0,0.0
812,Joe Doerksen, 51-16-0,EL DIRTE," 6' 0""",185, Orthodox," Oct 09, 1977",1.43,2.79,42.0,50.0,2.02,33.0,33.0,2.3
813,Mike Dolce, 5-10-0,SKULL CRACKER," 5' 11""",185,," Apr 15, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Roman Dolidze, 8-1-0,," 6' 2""",205, Orthodox," Jul 15, 1988",2.98,1.75,51.0,61.0,1.75,50.0,33.0,2.2
815,Cameron Dollar, 11-5-0,," 5' 11""",155, Orthodox," May 12, 1987",5.04,2.94,38.0,61.0,0.0,0.0,0.0,0.0
816,CB Dollaway, 17-9-0,THE DOBERMAN," 6' 2""",185, Orthodox," Aug 10, 1983",2.65,2.58,47.0,54.0,3.55,54.0,62.0,1.2
817,Dennis Dombrow, 7-5-0 (1 NC),, --,145,," Mar 17, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,OJ Dominguez, 0-1-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,John Donaldson, 2-2-0,J.T.," 5' 8""",145,," Jul 09, 1992",1.21,4.22,23.0,51.0,0.0,0.0,0.0,0.0
820,Cody Donovan, 8-5-0,DONNYBROOK," 6' 3""",205, Orthodox," Feb 20, 1981",5.61,5.44,59.0,45.0,1.67,28.0,0.0,1.7
821,Houston Dorr, 1-2-0,," 6' 1""",210, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Rafael Dos Anjos, 30-13-0,," 5' 8""",155, Southpaw," Oct 26, 1984",3.49,3.22,46.0,61.0,1.93,37.0,58.0,0.6
823,Junior Dos Santos, 21-9-0,CIGANO," 6' 4""",238, Orthodox," Jan 30, 1984",4.49,3.33,47.0,56.0,0.3,50.0,81.0,0.1
824,Geronimo dos Santos, 39-19-0,MONDRAGON," 6' 3""",264, Orthodox," Aug 17, 1980",1.09,8.73,33.0,41.0,0.0,0.0,33.0,0.0
825,Antonio Dos Santos, 6-4-0,JUNIOR ALPHA," 5' 10""",185, Orthodox," Jul 21, 1988",5.4,3.94,51.0,43.0,0.0,0.0,100.0,0.0
826,Anderson Dos Santos, 21-8-0,BERINJA," 5' 5""",135, Orthodox," Jul 24, 1985",2.66,4.8,28.0,55.0,1.3,18.0,66.0,0.9
827,Tiago dos Santos e Silva, 20-7-2 (1 NC),TRATOR," 5' 9""",145, Orthodox," Apr 12, 1987",3.69,4.23,35.0,59.0,0.63,11.0,33.0,0.3
828,Oleksandr Doskalchuk, 10-2-0,," 5' 6""",125, Southpaw," Mar 13, 1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,David Douglas, 9-7-0,TARZAN," 5' 11""",155,," Aug 16, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,Damion Douglas, 4-1-0,, --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,John Dowdy, 0-1-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,Jordan Dowdy, 4-3-0,, --,170,, --,2.11,2.63,44.0,50.0,0.0,0.0,0.0,0.0
833,Danny Downes, 8-3-0,," 6' 0""",155, Orthodox," Apr 08, 1986",1.66,3.53,34.0,37.0,0.0,0.0,37.0,0.5
834,Derek Downey, 11-4-0,," 6' 1""",185, Orthodox," Apr 27, 1980",0.32,3.36,100.0,12.0,2.4,16.0,0.0,0.0
835,John Doyle, 11-22-0 (1 NC),THE IRON BULL," 5' 11""",205, Orthodox," Nov 21, 1976",3.5,10.51,44.0,27.0,0.0,0.0,0.0,0.0
836,Edson Drago, 11-7-0,," 6' 4""",220, Orthodox," Aug 29, 1977",1.16,2.39,40.0,36.0,0.0,0.0,55.0,0.0
837,Kyle Driscoll, 12-3-0,KD," 5' 11""",145, Orthodox," Sep 23, 1994",2.73,2.6,32.0,58.0,2.0,18.0,0.0,0.0
838,Chris Drumm, 0-1-0 (1 NC),," 5' 8""",145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,Tomasz Drwal, 21-5-1,GORILLA," 6' 1""",205, Orthodox," Jan 22, 1982",3.29,2.26,38.0,57.0,3.55,60.0,82.0,0.4
840,Robert Drysdale, 7-0-0 (1 NC),," 6' 3""",205, Orthodox," Oct 05, 1981",0.0,0.0,0.0,0.0,7.32,100.0,0.0,21.9
841,Dricus Du Plessis, 15-2-0,STILLKNOCKS," 6' 1""",185, Switch," Jan 14, 1994",7.72,4.16,44.0,67.0,0.0,0.0,0.0,0.0
842,Hugo Duarte, 6-3-0,," 6' 0""",240, Orthodox," Aug 09, 1968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,Antonio Duarte, 19-7-0,TIGRE," 5' 7""",135,, --,4.55,4.18,40.0,57.0,0.0,0.0,60.0,0.0
844,Joe Duarte, 10-4-0,, --,155,," Jan 25, 1977",2.27,4.0,38.0,53.0,3.0,50.0,69.0,1.0
845,Milana Dudieva, 11-6-0,," 5' 3""",135, Orthodox," Aug 04, 1989",0.87,3.43,31.0,58.0,2.34,45.0,0.0,0.0
846,Adin Duenas, 6-1-0,," 5' 6""",145,," Jul 02, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,Todd Duffee, 9-3-0 (1 NC),," 6' 3""",260, Orthodox," Dec 06, 1985",5.93,2.87,37.0,56.0,0.72,25.0,90.0,0.0
848,Joe Duffy, 16-5-0,IRISH," 5' 10""",155, Orthodox," Feb 18, 1988",2.68,3.78,34.0,54.0,0.96,66.0,64.0,0.7
849,Alexis Dufresne, 6-3-0,SNEAKY ZEBRA," 5' 9""",135, Orthodox," Aug 31, 1990",1.33,3.33,27.0,60.0,1.5,50.0,50.0,0.0
850,Jessamyn Duke, 3-5-0 (1 NC),THE GUN," 5' 11""",135, Orthodox," Jun 24, 1986",4.83,4.43,53.0,57.0,1.27,36.0,50.0,1.9
851,Kelly Dullanty, 4-2-0,PSYCHO," 5' 8""",155, Orthodox," Nov 04, 1977",0.0,0.67,0.0,75.0,0.0,0.0,66.0,0.0
852,Norma Dumont, 6-1-0,THE IMMORTAL," 5' 7""",145, Orthodox," Oct 01, 1990",4.98,2.86,53.0,67.0,1.79,40.0,100.0,0.0
853,Chris Duncan, 7-0-0,THE PROBLEM," 6' 0""",155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,Evan Dunham, 18-9-1,," 5' 10""",155, Southpaw," Dec 18, 1981",5.33,3.54,39.0,61.0,1.82,33.0,79.0,1.0
855,Alex Dunworth, 2-2-0 (1 NC),," 5' 8""",155,, --,1.94,8.71,31.0,35.0,0.0,0.0,50.0,0.0
856,Tom Duquesnoy, 16-2-0 (1 NC),FIRE KID," 5' 7""",135, Orthodox," Jun 21, 1993",3.83,5.3,45.0,62.0,0.42,25.0,46.0,0.0
857,Albert Duraev, 13-3-0,MACHETE," 5' 11""",170,," Jan 05, 1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,Reuben Duran, 11-7-1,," 5' 7""",135, Orthodox," Jul 02, 1983",3.19,2.61,49.0,50.0,0.98,23.0,25.0,0.7
859,Cody Durden, 11-3-1,," 5' 7""",125, Southpaw," Mar 29, 1991",3.11,3.93,48.0,41.0,3.28,26.0,50.0,0.8
860,Luiz Dutra, 13-6-1,BESOURO," 5' 11""",170, Orthodox," May 06, 1982",3.92,4.8,50.0,41.0,0.0,0.0,100.0,0.0
861,Rilley Dutro, 11-4-0,," 5' 8""",125, Orthodox," Sep 03, 1987",4.74,5.95,54.0,33.0,0.0,0.0,83.0,0.0
862,Bill Duvall, 1-2-0,," 6' 2""",185, Southpaw, --,0.0,2.4,0.0,40.0,0.0,0.0,0.0,0.0
863,Merab Dvalishvili, 13-4-0,THE MACHINE," 5' 6""",135, Orthodox," Jan 10, 1991",4.02,2.22,39.0,61.0,7.38,43.0,78.0,0.4
864,David Dvorak, 20-3-0,UNDERTAKER," 5' 5""",125, Orthodox," Jun 05, 1992",4.46,3.28,46.0,63.0,0.0,0.0,78.0,0.5
865,Matt Dwyer, 9-4-0,," 6' 4""",170, Orthodox," Dec 17, 1989",2.57,3.24,34.0,54.0,0.44,10.0,60.0,0.0
866,Rolando Dy, 9-7-1 (1 NC),DY INCREDIBLE," 5' 8""",145, Orthodox," Aug 11, 1990",3.04,4.47,37.0,52.0,0.3,20.0,68.0,0.0
867,Ben Earwood, 12-3-0,," 5' 8""",170, Orthodox, --,0.5,0.2,55.0,33.0,3.0,100.0,0.0,0.0
868,Cody East, 12-3-0,THE FREIGHT TRAIN," 6' 3""",245, Orthodox," Jun 29, 1988",4.15,7.32,43.0,40.0,3.97,100.0,16.0,0.0
869,Marvin Eastman, 18-15-1,THE BEASTMAN," 5' 9""",185, Orthodox," Jun 08, 1971",2.21,3.92,35.0,42.0,1.38,33.0,81.0,0.0
870,Mike Easton, 13-6-0,THE HULK," 5' 6""",135, Southpaw," Jan 25, 1984",3.51,4.28,37.0,61.0,0.75,22.0,66.0,0.0
871,Maurice Eazel, 7-15-0,," 5' 7""",135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,Vincent Eazelle, 9-2-0,THE REAL DEAL," 5' 11""",155,," Dec 07, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,Ross Ebanez, 20-10-0 (3 NC),THE BOSS," 5' 9""",154, Southpaw," May 18, 1975",0.74,0.74,50.0,62.0,3.7,100.0,0.0,0.0
874,Brian Ebersole, 51-18-1 (1 NC),BAD BOY," 6' 0""",170, Southpaw," Nov 27, 1980",2.32,2.14,49.0,56.0,1.7,23.0,61.0,0.1
875,Mark Eddiva, 6-3-0,," 5' 8""",145, Orthodox," Feb 16, 1986",3.37,2.98,45.0,54.0,1.45,22.0,63.0,0.0
876,Frankie Edgar, 23-9-1,THE ANSWER," 5' 6""",135, Orthodox," Oct 16, 1981",3.7,2.71,39.0,66.0,2.28,31.0,65.0,0.3
877,Abdul-Kerim Edilov, 17-4-0,," 6' 2""",205, Orthodox," Nov 25, 1991",10.22,0.13,61.0,92.0,3.98,100.0,0.0,2.0
878,Johnny Eduardo, 28-12-0,," 5' 7""",135, Orthodox," Aug 03, 1978",2.89,3.34,38.0,63.0,0.0,0.0,62.0,0.5
879,Yves Edwards, 42-22-1 (1 NC),," 5' 9""",155, Southpaw," Sep 30, 1976",2.91,2.34,42.0,66.0,0.76,53.0,69.0,0.7
880,Justin Edwards, 9-5-0,FAST EDDY," 5' 10""",155, Orthodox," Jan 26, 1983",2.68,3.32,42.0,51.0,2.14,26.0,27.0,1.0
881,Leon Edwards, 18-3-0 (1 NC),ROCKY," 6' 2""",170, Southpaw," Aug 25, 1991",2.56,2.03,47.0,55.0,1.35,30.0,70.0,0.4
882,Te Edwards, 6-3-0,," 5' 8""",155, Orthodox," Sep 11, 1990",1.5,4.15,41.0,44.0,0.72,100.0,44.0,0.0
883,Adli Edwards, 4-1-0,, --,145,," Aug 28, 1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,Joselyne Edwards, 10-3-0,LA PANTERA," 5' 8""",135, Orthodox," Sep 29, 1995",4.2,3.83,53.0,46.0,0.5,16.0,37.0,0.5
885,Tom Egan, 7-5-0,," 5' 11""",170, Orthodox, --,0.0,3.91,0.0,50.0,0.0,0.0,28.0,0.0
886,Stephanie Egger, 5-2-0,," 5' 6""",135, Orthodox," Aug 12, 1988",0.67,1.33,31.0,52.0,1.0,16.0,40.0,0.0
887,Justin Eilers, 19-7-1,THE HAMMER," 6' 1""",235, Orthodox," Jun 28, 1978",2.86,5.66,43.0,49.0,0.82,25.0,50.0,0.0
888,Jon Olav Einemo, 6-3-0,THE VIKING," 6' 6""",253, Orthodox," Dec 10, 1975",2.15,3.05,52.0,52.0,1.73,55.0,43.0,0.0
889,Per Eklund, 14-5-1,," 5' 10""",155, Orthodox, --,2.07,2.38,61.0,67.0,2.07,11.0,50.0,3.6
890,John Elam, 2-0-0,, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,John Paul Elias, 3-1-0,," 6' 4""",205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,Saul Elizondo, 6-8-0,," 5' 7""",135,," Jul 17, 1985",2.07,4.93,30.0,48.0,2.0,100.0,66.0,1.0
893,Darren Elkins, 26-9-0,THE DAMAGE," 5' 10""",145, Orthodox," May 16, 1984",3.5,3.08,38.0,52.0,2.7,33.0,58.0,1.2
894,Jake Ellenberger, 31-15-0,THE JUGGERNAUT," 5' 9""",170, Orthodox," Mar 28, 1985",2.47,2.83,39.0,60.0,2.04,47.0,86.0,0.4
895,Joe Ellenberger, 15-2-0,EXCALIBUR," 5' 9""",155, Orthodox," Mar 28, 1985",1.62,3.45,47.0,48.0,3.17,40.0,0.0,1.1
896,Tim Elliott, 18-11-1,," 5' 7""",125, Southpaw," Dec 24, 1986",3.35,2.49,45.0,59.0,4.01,49.0,58.0,1.1
897,Eddy Ellis, 21-16-1 (1 NC),FAST," 5' 9""",170, Orthodox, --,3.4,1.53,69.0,68.0,4.0,66.0,50.0,2.0
898,Lisa Ellis, 15-11-0,," 5' 4""",115,," Nov 15, 1982",1.68,2.32,48.0,57.0,4.19,63.0,50.0,0.6
899,Anna Elmose, 3-2-0,PANDA," 5' 3""",115, Orthodox," Oct 06, 1984",3.68,4.64,49.0,56.0,0.0,0.0,33.0,0.0
900,Cameron Else, 10-5-0,CAMCHIDA," 5' 9""",135, Switch," Apr 27, 1987",1.92,5.58,36.0,58.0,0.0,0.0,0.0,0.0
901,Aaron Ely, 5-2-0,THE CYBORG," 5' 8""",135,," Mar 18, 1989",0.82,0.66,15.0,69.0,2.47,100.0,50.0,4.9
902,Sovannahry Em, 3-1-0,THE SWEET SAVAGE," 5' 4""",135,," Jun 26, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,Ramazan Emeev, 20-4-0,GORETS," 5' 10""",170, Southpaw," May 23, 1987",2.5,1.98,45.0,66.0,2.33,29.0,66.0,0.5
904,Aleksander Emelianenko, 23-7-0,," 6' 6""",255, Orthodox," Aug 02, 1981",2.75,1.7,41.0,65.0,2.32,72.0,66.0,0.9
905,Fedor Emelianenko, 36-5-0 (1 NC),THE LAST EMPEROR," 6' 0""",230, Orthodox," Sep 28, 1976",3.18,1.0,51.0,63.0,2.0,63.0,82.0,1.9
906,Rob Emerson, 18-12-0 (1 NC),THE SAINT," 5' 9""",155, Orthodox," Jul 30, 1981",2.5,2.83,30.0,64.0,2.02,52.0,65.0,0.4
907,Jamall Emmers, 18-5-0,PRETTY BOY," 5' 10""",145, Orthodox," Jul 24, 1989",5.75,4.65,52.0,54.0,2.9,53.0,100.0,0.0
908,Josh Emmett, 16-2-0,," 5' 6""",145, Orthodox," Mar 04, 1985",4.32,4.02,39.0,63.0,1.43,47.0,50.0,0.1
909,Marius Enache, 3-3-0,," 5' 11""",155,," Oct 16, 1975",1.71,0.66,34.0,84.0,3.94,100.0,0.0,3.9
910,Kevin Engel, 5-1-0,THE HITMAN," 6' 2""",170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,Oliver Enkamp, 7-2-0,," 6' 0""",170, Switch," Aug 10, 1991",2.38,3.55,36.0,37.0,0.87,16.0,0.0,0.0
912,Alex Enlund, 14-2-0 (1 NC),," 5' 10""",145, Orthodox," May 27, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,Kenny Ento, 14-15-0,THA' DRAGON," 6' 2""",192,, --,8.41,0.0,79.0,100.0,5.49,100.0,0.0,11.0
914,Ian Entwistle, 9-3-0,ENTY," 5' 5""",135, Orthodox," Nov 19, 1986",0.11,7.36,7.0,31.0,0.0,0.0,0.0,12.1
915,Andy Enz, 10-4-0,TANK MODE," 6' 3""",185, Orthodox," Aug 15, 1991",3.51,5.32,23.0,57.0,0.0,0.0,58.0,0.0
916,Won Jin Eoh, 5-5-1,," 5' 7""",160, Orthodox, --,3.74,3.58,44.0,46.0,0.0,0.0,50.0,0.0
917,Josh Epps, 6-7-0,, --,130,," Aug 23, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,Tom Erikson, 9-4-1,THE BIG CAT," 6' 3""",280, Orthodox, --,0.94,1.87,47.0,25.0,4.68,60.0,100.0,6.2
919,Konstantin Erokhin, 9-3-0,," 5' 11""",230, Orthodox," Jan 31, 1983",1.07,1.83,36.0,47.0,0.0,0.0,70.0,0.0
920,Julian Erosa, 25-9-0,JUICY J," 6' 1""",145, Southpaw," Jul 31, 1989",5.07,5.72,47.0,50.0,1.32,54.0,58.0,0.9
921,Nick Ertl, 8-6-0,," 5' 9""",155,, --,1.34,1.59,69.0,41.0,1.88,50.0,0.0,0.0
922,Chel Erwin-Davis, 5-1-0,THE FIRST SUN," 6' 0""",170,, --,4.06,1.13,54.0,61.0,4.25,100.0,50.0,1.4
923,Bobby Escalante, 5-6-0,, --,130,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,Eric Esch, 15-10-1,BUTTERBEAN," 5' 11""",350, Orthodox," Aug 03, 1968",3.07,1.74,71.0,43.0,0.0,0.0,0.0,2.0
925,Pro Escobedo, 1-0-0,, --,205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,Cole Escovedo, 17-9-0,APACHE KID," 5' 7""",135, Orthodox," Aug 30, 1981",1.77,4.32,43.0,49.0,0.43,33.0,13.0,0.0
927,Efrain Escudero, 28-12-0,HECHO EN MEXICO," 5' 9""",155, Orthodox," Jan 15, 1986",2.92,2.3,44.0,63.0,1.31,40.0,66.0,0.8
928,Evan Esguerra, 8-7-0 (1 NC),, --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,Carla Esparza, 19-6-0,COOKIE MONSTER," 5' 1""",115, Orthodox," Oct 10, 1987",2.34,2.75,43.0,53.0,3.53,37.0,48.0,0.3
930,Juan Espino, 11-2-0,EL GUAPO," 6' 3""",255,," Oct 09, 1980",2.38,1.95,70.0,40.0,8.93,78.0,50.0,2.4
931,Jordan Espinosa, 15-9-0 (1 NC),THE GAMER," 5' 6""",125, Orthodox," Nov 08, 1989",4.22,2.94,52.0,57.0,0.75,28.0,70.0,0.2
932,Jodie Esquibel, 6-6-0,," 5' 1""",115, Orthodox," May 07, 1986",4.1,7.37,31.0,52.0,0.75,21.0,83.0,0.0
933,Terry Etim, 16-5-0,," 6' 1""",155, Orthodox," Jan 11, 1986",2.16,2.53,35.0,67.0,0.43,30.0,39.0,1.4
934,Fred Ettish, 1-1-0,," 6' 0""",180, Southpaw, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,Scott Ettling, 4-2-0,, --,135,, --,0.0,0.54,0.0,83.0,8.04,100.0,0.0,0.0
936,Sijara Eubanks, 7-6-0,SARJ," 5' 4""",135, Orthodox," Apr 27, 1985",4.52,3.69,43.0,57.0,1.88,46.0,65.0,0.4
937,Billy Evangelista, 13-3-0 (1 NC),," 5' 8""",155, Orthodox," Oct 07, 1980",4.51,3.96,40.0,61.0,1.6,19.0,61.0,0.2
938,Rashad Evans, 19-8-1,SUGA," 6' 0""",205, Orthodox," Sep 25, 1979",2.14,2.42,37.0,63.0,2.98,44.0,73.0,0.0
939,Doug Evans, 13-10-0,," 5' 9""",155, Orthodox," Oct 10, 1980",1.79,2.55,35.0,55.0,3.19,83.0,69.0,0.6
940,Ashlee Evans-Smith, 6-5-0,REBEL GIRL," 5' 8""",135, Orthodox," Jul 09, 1987",4.54,4.69,34.0,55.0,1.1,23.0,66.0,0.0
941,Dan Evensen, 11-4-0,THE VIKING," 6' 3""",250, Orthodox," Jun 01, 1974",0.27,3.86,10.0,38.0,0.0,0.0,0.0,4.0
942,Tonya Evinger, 19-8-0 (1 NC),TRIPLE THREAT," 5' 7""",135, Orthodox," Jun 04, 1981",1.16,4.02,42.0,38.0,0.93,30.0,33.0,0.9
943,Movsar Evloev, 14-0-0,," 5' 7""",145, Orthodox," Feb 11, 1994",4.7,2.83,44.0,64.0,2.75,37.0,70.0,0.0
944,Andre Ewell, 17-7-0,MR. HIGHLIGHT," 5' 8""",135, Southpaw," Jan 21, 1988",4.42,4.25,41.0,52.0,0.29,66.0,70.0,0.1
945,Neal Ewing, 6-0-0,, --,185,," Sep 30, 1985",2.27,1.93,60.0,48.0,5.0,62.0,0.0,0.0
946,Jessica Eye, 15-9-0 (1 NC),EVIL," 5' 6""",125, Orthodox," Jul 27, 1986",3.76,4.01,37.0,55.0,0.45,40.0,57.0,0.5
947,Edward Faaloloto, 2-5-0,, --,155,," Jul 15, 1984",2.28,6.25,32.0,44.0,1.01,25.0,33.0,0.0
948,Urijah Faber, 35-11-0,THE CALIFORNIA KID," 5' 6""",135, Orthodox," May 14, 1979",2.65,2.59,40.0,64.0,1.54,30.0,58.0,0.8
949,Melinda Fabian, 4-4-2,," 5' 6""",125,," Jun 25, 1987",4.03,4.0,41.0,62.0,0.0,0.0,100.0,0.0
950,Wagnney Fabiano, 16-4-0,THE SILENCER," 5' 6""",145, Southpaw," Jul 14, 1975",1.19,0.66,38.0,70.0,3.44,64.0,100.0,0.4
951,Bartosz Fabinski, 15-5-0,THE BUTCHER," 6' 0""",170, Orthodox," Apr 26, 1986",2.23,1.46,68.0,51.0,7.1,70.0,80.0,0.0
952,Ron Faircloth, 33-20-0 (1 NC),," 5' 9""",205, Orthodox," Aug 16, 1979",0.39,8.9,40.0,42.0,0.0,0.0,0.0,0.0
953,Jason Fairn, 4-5-0,," 6' 1""",230,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,Zarah Fairn, 6-4-0,INFINITE," 5' 8""",135, Orthodox," Dec 10, 1983",1.98,6.61,45.0,39.0,0.0,0.0,50.0,0.0
955,Rinat Fakhretdinov, 18-1-0,GLADIATOR," 6' 0""",185,," Sep 28, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,Maiquel Falcao, 37-10-0 (1 NC),BIG RIG," 5' 11""",185, Orthodox," Mar 08, 1981",1.67,0.53,55.0,86.0,1.0,100.0,71.0,3.0
957,Brodie Farber, 16-7-0,," 6' 1""",170, Orthodox," Jul 05, 1980",1.69,2.17,45.0,53.0,0.9,50.0,20.0,0.9
958,Joao Paulo Faria, 1-1-0,," 5' 9""",155,, --,6.69,2.09,64.0,85.0,1.25,50.0,0.0,1.2
959,Kalindra Faria, 18-8-1,," 5' 7""",125, Switch," Jul 23, 1986",2.23,1.44,56.0,45.0,1.31,66.0,20.0,0.7
960,Chance Farrar, 8-3-0 (1 NC),," 5' 9""",145, Southpaw," Sep 11, 1975",0.81,2.21,22.0,67.0,3.02,100.0,0.0,0.0
961,Rico Farrington, 7-3-0,THE TRIGGERMAN," 6' 4""",170, Southpaw," Jun 19, 1989",6.33,7.2,41.0,51.0,0.0,0.0,20.0,0.0
962,Kelly Faszholz, 4-2-0,," 5' 8""",135, Orthodox," Apr 09, 1985",4.01,3.61,48.0,52.0,0.0,0.0,44.0,0.0
963,Rodney Faverus, 25-20-3 (1 NC),," 6' 0""",215, Southpaw, --,2.3,1.6,53.0,54.0,4.5,100.0,25.0,0.0
964,Paul Felder, 17-6-0,THE IRISH DRAGON," 5' 11""",155, Orthodox," Apr 25, 1984",3.7,3.44,44.0,48.0,0.29,28.0,64.0,0.2
965,Carlos Felipe, 10-1-0,BOI," 6' 0""",245, Orthodox," Jan 12, 1995",4.42,4.6,45.0,47.0,0.0,0.0,70.0,0.0
966,JP Felty, 4-5-0,, --,170,," Apr 28, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,Kevin Ferguson, 5-2-0 (1 NC),KIMBO SLICE," 6' 2""",235, Orthodox," Feb 08, 1974",2.3,3.41,50.0,38.0,3.1,72.0,36.0,1.2
968,Rhadi Ferguson, 3-0-0,," 5' 7""",205,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,Tony Ferguson, 26-6-0,EL CUCUY," 5' 11""",155, Orthodox," Feb 12, 1984",5.15,3.78,45.0,59.0,0.42,42.0,67.0,1.1
970,Josh Ferguson, 10-5-0,TAZ," 5' 5""",125, Orthodox," May 13, 1988",2.13,4.18,43.0,32.0,0.59,11.0,54.0,0.0
971,CJ Fernandes, 14-8-3,," 6' 2""",170,," Nov 13, 1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,Bibiano Fernandes, 20-3-0,," 5' 7""",139, Orthodox," Mar 30, 1980",2.91,2.02,40.0,72.0,3.97,53.0,77.0,0.6
973,Alexandre Ferreira, 18-6-0,CACARECO," 5' 7""",205, Orthodox," Apr 25, 1979",2.57,8.14,60.0,42.0,0.0,0.0,0.0,0.0
974,Cezar Ferreira, 13-8-0,MUTANTE," 6' 1""",185, Southpaw," Feb 15, 1985",1.9,2.44,42.0,53.0,2.69,53.0,84.0,0.5
975,Diego Ferreira, 17-4-0,," 5' 9""",155, Orthodox," Jan 18, 1985",4.7,3.38,37.0,56.0,0.81,24.0,66.0,0.8
976,Scott Ferrozzo, 4-2-0,THE PITBULL," 5' 11""",323, Orthodox," Apr 26, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,Timo Feucht, 8-1-0,," 6' 3""",205, Orthodox," Jan 18, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
